caseid_new,s2,partner_deceased,respondent_yrsed,partner_yrsed,q23,hhinc,same_sex_couple,s1a,respondent_race,partner_race,age_difference,q21b,ppage,q9,parental_approval,w3_q5,w3_q1,relationship_quality,w2w3_combo_breakup,w3_broke_up,w3_days_elapsed,w3_q10,w3_q10,q32_internet,pppartyid3,q12,papreligion,q7b,ppmarit,w4_attractive,w4_attractive_partner
533831,MISSING,0,7.5,11,2,32250,0,MISSING,0,0,1,20,83,82,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
3788441,MISSING,0,20,16,0,137250,0,MISSING,0,0,7,35,44,37,1,MISSING,0,3,0,0,768,MISSING,MISSING,0,0,1,2,1,0,1,MISSING
694703,OTHER,MISSING,13,,MISSING,55000,MISSING,MISSING,0,MISSING,,,70,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,2,MISSING,MISSING
4201445,0,0,16,13,2,22250,0,MISSING,0,0,18,43,44,62,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,4,12,2,4,MISSING,MISSING
1396626,OTHER,0,13,12,0,45000,0,MISSING,1,1,28,55,62,34,MISSING,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,0,0,5,MISSING,MISSING
2192852,OTHER,0,13,12,2,17250,0,MISSING,0,0,4,79,85,89,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,1,1,1,MISSING,MISSING
2500281,MISSING,0,16,13,0,45000,0,MISSING,1,1,2,25,28,26,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,1,0,8,8,0,MISSING,MISSING
4473641,MISSING,0,12,13,2,27250,0,MISSING,0,0,14,17,64,78,MISSING,MISSING,0,2,0,0,778,MISSING,MISSING,0,1,1,1,0,0,MISSING,MISSING
322421,MISSING,0,16,13,0,92250,0,MISSING,1,0,0,26,42,42,1,MISSING,0,3,0,0,775,MISSING,MISSING,0,0,1,8,2,0,2,2
1940555,OTHER,MISSING,12,,MISSING,45000,MISSING,MISSING,0,MISSING,,,55,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,2,MISSING,1,MISSING,4,MISSING,MISSING
2475455,OTHER,MISSING,13,,MISSING,45000,MISSING,MISSING,0,MISSING,,,45,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
567481,0,0,14,12,0,112250,1,MISSING,0,0,16,20,48,64,1,0,MISSING,4,0,0,775,MISSING,MISSING,0,1,0,2,2,0,2,1
3644396,0,0,12,12,0,55000,0,MISSING,0,0,2,33,39,37,0,0,MISSING,3,0,0,771,MISSING,MISSING,0,0,2,12,0,5,MISSING,MISSING
1818371,MISSING,0,12,13,0,55000,0,MISSING,0,0,1,21,37,38,1,MISSING,0,4,0,0,781,MISSING,MISSING,0,0,0,12,12,0,MISSING,MISSING
187511,MISSING,0,14,16,2,162250,0,MISSING,0,0,2,40,51,49,1,MISSING,0,4,0,0,776,MISSING,MISSING,0,0,0,1,1,0,1,1
1959311,MISSING,0,17,14,0,92250,0,MISSING,0,0,1,19,31,30,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,2,6,4,0,MISSING,MISSING
2822526,0,0,16,14,2,200000,1,MISSING,0,0,3,35,52,49,1,0,MISSING,4,0,0,785,MISSING,MISSING,0,1,2,1,1,5,1,0
2423613,0,0,13,17,0,67250,0,MISSING,0,0,2,59,61,63,MISSING,1,MISSING,4,1,1,778,1,1,0,1,1,1,1,2,MISSING,MISSING
4039493,OTHER,MISSING,14,,MISSING,8750,MISSING,MISSING,1,MISSING,,,49,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,2,MISSING,MISSING
736583,OTHER,MISSING,14,,MISSING,8750,MISSING,MISSING,0,MISSING,,,58,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,2,MISSING,MISSING
2299651,MISSING,0,13,13,0,92250,0,MISSING,0,0,1,28,65,64,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,0,0,1,1,0,MISSING,MISSING
895411,MISSING,0,13,12,2,22250,0,MISSING,0,0,3,23,41,38,MISSING,MISSING,0,2,0,0,777,MISSING,MISSING,0,0,2,2,10,0,2,1
707663,OTHER,MISSING,17,,MISSING,11250,MISSING,MISSING,1,MISSING,,,66,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,2,MISSING,MISSING
2954512,OTHER,MISSING,14,,MISSING,67250,MISSING,MISSING,0,MISSING,,,51,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,1,MISSING,MISSING
2582441,MISSING,0,17,17,2,55000,0,MISSING,0,0,2,30,44,42,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,1,10,10,0,1,1
1793381,MISSING,0,12,13,2,45000,0,MISSING,0,0,2,18,38,40,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,0,4,4,0,1,1
3696553,OTHER,MISSING,16,,MISSING,112250,MISSING,MISSING,0,MISSING,,,55,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,2,MISSING,MISSING
863321,MISSING,0,13,12,2,37250,0,MISSING,0,5,0,18,32,32,1,MISSING,0,3,0,0,774,MISSING,MISSING,0,0,2,11,11,0,2,1
3725655,0,0,16,17,0,55000,1,MISSING,0,0,20,59,65,45,MISSING,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,12,12,4,MISSING,MISSING
225516,0,0,13,17,1,55000,1,0,0,0,23,21,51,74,MISSING,0,MISSING,4,0,0,754,MISSING,MISSING,1,1,1,11,2,5,1,1
246531,MISSING,0,12,13,2,13750,0,MISSING,0,0,6,32,53,47,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,8,8,0,MISSING,MISSING
3659523,0,0,7.5,12,2,45000,0,MISSING,0,0,1,26,52,51,MISSING,0,MISSING,4,0,0,763,MISSING,MISSING,0,1,4,12,12,2,2,2
2155561,MISSING,0,12,12,2,55000,0,MISSING,0,0,1,17,56,57,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,0,0,1,10,0,1,0
2178396,0,0,12,9,0,92250,0,MISSING,0,5,4,24,39,43,1,1,MISSING,3,1,1,774,2,2,0,0,1,12,2,5,MISSING,MISSING
2924471,MISSING,0,16,16,0,112250,0,MISSING,0,0,3,23,47,50,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,10,10,0,MISSING,MISSING
3802391,MISSING,0,10,12,0,45000,0,MISSING,0,0,0,15,39,39,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,10,10,0,MISSING,MISSING
512356,0,0,12,12,0,55000,0,MISSING,0,0,5,23,35,30,1,0,MISSING,4,0,0,774,MISSING,MISSING,0,1,4,1,1,5,2,1
906593,0,0,10,12,2,17250,0,MISSING,0,5,19,58,59,40,0,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,4,11,2,2,MISSING,MISSING
2235561,MISSING,0,16,14,0,80000,0,MISSING,5,5,0,20,56,56,1,MISSING,0,4,0,0,779,MISSING,MISSING,0,0,1,2,2,0,1,1
2919505,MISSING,0,16,16,2,112250,1,MISSING,0,0,2,28,50,52,1,MISSING,0,3,0,0,770,MISSING,MISSING,0,1,4,1,1,4,1,1
3419225,0,0,13,16,2,55000,0,MISSING,0,0,2,20,22,24,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,11,4,4,MISSING,MISSING
99611,MISSING,0,16,20,2,112250,0,MISSING,2,0,2,21,61,59,MISSING,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,4,1,1,0,1,0
2333551,MISSING,0,12,13,0,137250,0,MISSING,5,0,3,37,55,52,1,MISSING,0,4,0,0,890,MISSING,MISSING,0,1,1,1,2,0,1,0
1140623,0,0,11,13,2,37250,0,MISSING,5,0,4,59,62,58,MISSING,0,MISSING,4,0,0,845,MISSING,MISSING,0,0,4,12,12,2,1,MISSING
1400536,OTHER,MISSING,16,,MISSING,80000,MISSING,MISSING,0,MISSING,,,53,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,5,MISSING,MISSING
591385,0,0,13,13,0,32250,0,MISSING,5,0,17,35,38,21,1,0,MISSING,4,0,0,774,MISSING,MISSING,0,0,1,0,10,4,1,1
2044583,OTHER,MISSING,17,,MISSING,80000,MISSING,MISSING,0,MISSING,,,58,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,2,MISSING,MISSING
2124215,0,0,13,14,2,67250,0,MISSING,0,0,3,19,21,24,0,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,1,1,2,10,12,4,MISSING,MISSING
3222633,OTHER,MISSING,12,,MISSING,32250,MISSING,MISSING,0,MISSING,,,63,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,2,MISSING,MISSING
1139294,OTHER,MISSING,16,,MISSING,67250,MISSING,MISSING,0,MISSING,,,29,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,3,MISSING,MISSING
2629351,MISSING,0,12,12,2,32250,0,MISSING,0,0,2,17,35,37,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,8,11,0,MISSING,MISSING
1892215,0,0,12,12,2,67250,0,MISSING,0,0,1,21,21,20,0,1,MISSING,3,1,1,774,2,2,0,0,4,1,1,4,MISSING,MISSING
2085245,OTHER,MISSING,13,,MISSING,92250,MISSING,MISSING,0,MISSING,,,24,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
1816535,OTHER,MISSING,13,,MISSING,55000,MISSING,MISSING,0,MISSING,,,53,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1931783,OTHER,MISSING,12,,MISSING,22250,MISSING,MISSING,0,MISSING,,,78,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,2,MISSING,MISSING
1654671,MISSING,0,12,12,0,37250,0,MISSING,0,0,17,40,67,50,MISSING,MISSING,0,4,0,0,847,MISSING,MISSING,0,1,1,2,2,0,MISSING,MISSING
310675,OTHER,MISSING,16,,MISSING,27250,MISSING,MISSING,0,MISSING,,,67,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
724301,MISSING,0,13,13,0,67250,0,MISSING,5,0,69,22,30,99,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,1,11,11,0,1,0
4071353,MISSING,0,17,17,2,112250,0,MISSING,0,0,2,18,35,37,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,12,2,2,MISSING,MISSING
3459782,OTHER,MISSING,12,,MISSING,22250,MISSING,MISSING,0,MISSING,,,78,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,1,MISSING,MISSING
3258205,OTHER,MISSING,13,,MISSING,112250,MISSING,MISSING,0,MISSING,,,20,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,4,MISSING,MISSING
4595643,OTHER,MISSING,13,,MISSING,17250,MISSING,MISSING,0,MISSING,,,64,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,2,MISSING,MISSING
4129705,OTHER,MISSING,17,,MISSING,13750,MISSING,MISSING,0,MISSING,,,70,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1008275,MISSING,0,13,17,2,92250,0,MISSING,0,0,5,21,27,32,1,MISSING,1,4,0,2,774,MISSING,MISSING,0,0,0,10,0,4,MISSING,MISSING
1541384,0,0,16,17,2,55000,0,MISSING,4,1,0,38,38,38,1,0,MISSING,4,0,0,878,MISSING,MISSING,1,1,1,0,11,3,0,2
2255296,OTHER,MISSING,17,,MISSING,11250,MISSING,MISSING,1,MISSING,,,29,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,5,MISSING,MISSING
1849405,OTHER,MISSING,12,,MISSING,55000,MISSING,MISSING,5,MISSING,,,40,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,12,MISSING,4,MISSING,MISSING
30393,OTHER,MISSING,12,,MISSING,27250,MISSING,MISSING,0,MISSING,,,39,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,2,MISSING,MISSING
662732,OTHER,MISSING,12,,MISSING,27250,MISSING,MISSING,0,MISSING,,,73,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,1,MISSING,MISSING
2451281,MISSING,0,16,16,2,67250,0,MISSING,0,0,2,18,28,30,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,10,10,0,MISSING,MISSING
2602436,0,0,20,16,0,92250,1,MISSING,0,0,4,29,43,47,1,0,MISSING,3,0,0,772,MISSING,MISSING,0,1,1,2,1,5,1,MISSING
3292772,OTHER,0,12,2.5,2,37250,0,MISSING,1,1,3,66,77,80,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,8,8,1,MISSING,MISSING
526701,MISSING,0,12,12,0,55000,0,MISSING,0,0,1,15,70,69,MISSING,MISSING,0,4,0,0,760,MISSING,MISSING,0,0,1,0,1,0,1,0
730215,OTHER,MISSING,13,,MISSING,80000,MISSING,MISSING,0,MISSING,,,21,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,10,MISSING,4,MISSING,MISSING
4230633,OTHER,MISSING,14,,MISSING,22250,MISSING,MISSING,0,MISSING,,,63,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,2,MISSING,MISSING
3310241,MISSING,0,16,16,2,80000,0,MISSING,0,0,1,18,24,25,1,MISSING,0,4,0,0,816,MISSING,MISSING,0,0,3,12,2,0,2,1
656225,0,0,13,16,2,112250,0,MISSING,0,0,0,18,22,22,1,0,MISSING,3,0,0,821,MISSING,MISSING,0,1,2,1,10,4,MISSING,MISSING
472431,0,0,16,16,0,112250,0,MISSING,5,5,13,34,43,30,1,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,0,0,10,8,0,MISSING,MISSING
1030441,MISSING,0,12,12,0,112250,0,MISSING,0,0,0,20,44,44,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,1,1,0,1,0
378221,MISSING,0,13,14,2,45000,0,MISSING,0,0,1,20,22,23,1,MISSING,0,4,0,0,774,MISSING,MISSING,1,0,0,2,10,0,2,1
828286,MISSING,0,13,12,2,45000,0,MISSING,0,0,2,17,28,26,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,0,12,5,2,1
4194511,MISSING,0,16,13,0,137250,0,MISSING,0,0,1,42,51,50,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,0,4,10,10,0,MISSING,MISSING
3062505,0,0,13,13,1,67250,1,MISSING,5,5,13,50,50,37,MISSING,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,1,1,1,2,2,4,MISSING,MISSING
3314235,0,0,13,13,2,112250,0,MISSING,3,0,4,20,23,27,1,0,MISSING,3,0,0,798,MISSING,MISSING,0,1,4,2,12,4,1,0
3026461,MISSING,0,12,13,0,80000,0,MISSING,0,0,0,16,46,46,MISSING,MISSING,0,3,0,0,770,MISSING,MISSING,0,0,1,12,12,0,1,1
2810195,0,0,13,13,2,22250,0,MISSING,0,0,1,19,19,20,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,2,11,1,4,MISSING,MISSING
1147471,MISSING,0,11,12,2,80000,0,MISSING,0,0,2,16,47,49,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
3987371,MISSING,0,5.5,14,2,55000,0,MISSING,5,5,6,23,37,43,1,MISSING,0,3,0,0,771,MISSING,MISSING,0,1,1,10,10,0,1,1
2570381,MISSING,0,16,17,0,80000,0,MISSING,1,1,1,18,38,37,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,1,1,8,8,0,MISSING,MISSING
2150511,MISSING,0,17,16,2,137250,0,MISSING,0,0,4,18,51,55,MISSING,MISSING,0,4,0,0,772,MISSING,MISSING,0,0,0,10,10,0,1,1
3951285,OTHER,MISSING,16,,MISSING,162250,MISSING,MISSING,0,MISSING,,,28,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
1865296,0,0,16,16,0,22250,0,MISSING,0,0,5,29,29,24,0,0,MISSING,3,0,0,785,MISSING,MISSING,0,1,1,12,12,5,1,MISSING
407802,OTHER,MISSING,10,,MISSING,8750,MISSING,MISSING,0,MISSING,,,80,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,8,MISSING,1,MISSING,MISSING
1897225,0,0,13,13,0,92250,0,MISSING,0,0,3,21,22,19,1,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,0,1,2,4,MISSING,MISSING
629205,OTHER,MISSING,13,,MISSING,112250,MISSING,MISSING,0,MISSING,,,20,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
3855341,MISSING,0,12,14,2,32250,0,MISSING,0,0,1,18,34,33,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,0,2,2,12,0,MISSING,MISSING
2112291,MISSING,0,16,20,2,112250,0,MISSING,0,0,0,22,29,29,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,1,12,2,0,MISSING,MISSING
77256,MISSING,0,16,14,1,80000,0,MISSING,0,0,8,20,25,33,1,MISSING,0,4,0,0,775,MISSING,MISSING,0,1,1,10,2,5,MISSING,MISSING
3483611,MISSING,0,11,11,2,11250,0,MISSING,0,0,7,17,61,68,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,4,3,3,0,MISSING,MISSING
3210466,0,0,17,16,0,162250,1,MISSING,0,0,6,37,46,40,0,0,MISSING,3,0,0,770,MISSING,MISSING,0,1,1,5,10,5,2,1
249441,MISSING,0,17,16,0,162250,0,MISSING,0,0,2,21,44,42,1,MISSING,0,3,0,0,774,MISSING,MISSING,0,0,1,1,1,0,1,0
3557522,0,0,16,12,1,37250,0,MISSING,0,0,,,52,,0,0,MISSING,4,0,0,846,MISSING,MISSING,0,1,1,1,12,1,1,0
1133286,0,0,14,12,2,37250,0,MISSING,0,0,7,18,28,35,0,0,MISSING,2,0,0,801,MISSING,MISSING,0,1,4,1,0,5,MISSING,MISSING
1478566,0,0,13,16,1,80000,1,MISSING,0,0,1,19,56,57,1,0,MISSING,4,0,0,773,MISSING,MISSING,0,1,1,2,2,5,1,0
3173761,MISSING,0,12,12,0,112250,0,MISSING,0,0,11,27,76,87,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,2,2,2,0,MISSING,MISSING
3976383,0,0,16,16,2,37250,0,MISSING,0,0,8,36,38,46,1,1,MISSING,3,1,1,762,0,0,1,1,2,11,1,2,MISSING,MISSING
3175641,MISSING,0,13,16,0,67250,0,MISSING,0,0,1,17,64,63,MISSING,MISSING,0,3,0,0,800,MISSING,MISSING,0,0,2,2,2,0,1,1
3312261,MISSING,0,16,16,2,8750,0,MISSING,0,0,3,21,26,29,1,MISSING,0,4,0,0,771,MISSING,MISSING,0,0,0,3,3,0,2,0
442336,0,MISSING,16,,MISSING,137250,MISSING,MISSING,0,MISSING,,,33,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,5,MISSING,MISSING
1440573,0,0,13,13,1,37250,0,MISSING,5,0,6,56,57,51,MISSING,0,MISSING,4,0,0,773,MISSING,MISSING,0,1,4,2,1,2,1,MISSING
710675,OTHER,MISSING,13,,MISSING,67250,MISSING,MISSING,0,MISSING,,,67,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1331645,OTHER,MISSING,13,,MISSING,55000,MISSING,MISSING,0,MISSING,,,64,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
2505436,0,0,17,17,2,67250,1,MISSING,0,0,1,22,43,44,1,0,MISSING,4,0,0,772,MISSING,MISSING,0,1,1,12,12,5,1,1
2354381,MISSING,0,13,12,0,22250,0,MISSING,0,0,8,25,38,30,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,4,2,2,0,2,0
735751,MISSING,0,12,12,2,45000,0,MISSING,0,0,4,15,75,79,MISSING,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,0,0,1,1,0,MISSING,MISSING
255375,0,0,13,12,2,112250,0,MISSING,0,0,24,36,37,61,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,1,0,1,12,4,MISSING,MISSING
1549701,MISSING,0,9,9,0,11250,0,MISSING,0,0,12,45,70,58,MISSING,MISSING,0,4,0,0,779,MISSING,MISSING,0,2,4,10,10,0,0,0
1698641,MISSING,0,16,13,0,92250,0,MISSING,0,0,0,18,64,64,MISSING,MISSING,0,4,0,0,788,MISSING,MISSING,0,1,4,1,1,0,MISSING,MISSING
3782331,MISSING,0,16,16,2,67250,0,MISSING,0,0,1,22,33,34,1,MISSING,0,4,0,0,786,MISSING,MISSING,0,1,1,2,2,0,1,1
1065335,OTHER,MISSING,13,,MISSING,67250,MISSING,MISSING,0,MISSING,,,33,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,10,MISSING,4,MISSING,MISSING
392315,MISSING,0,13,5.5,0,17250,0,0,5,5,6,31,31,25,0,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,0,2,2,10,4,MISSING,MISSING
760933,OTHER,MISSING,13,,MISSING,27250,MISSING,MISSING,0,MISSING,,,93,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,2,MISSING,MISSING
383281,MISSING,0,14,12,0,32250,0,MISSING,0,0,1,19,28,27,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,0,1,0,1,0
2564501,MISSING,0,14,16,0,80000,0,MISSING,5,0,3,36,50,47,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,2,2,1,0,1,1
4583501,MISSING,0,12,13,2,22250,0,MISSING,0,0,3,20,50,53,1,MISSING,0,4,0,0,751,MISSING,MISSING,0,0,0,10,1,0,1,0
2137436,0,0,13,13,0,92250,0,MISSING,0,0,0,35,43,43,1,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,0,4,1,2,5,MISSING,MISSING
2442581,MISSING,0,14,12,1,55000,0,MISSING,0,0,2,14,58,60,1,MISSING,0,4,0,0,843,MISSING,MISSING,0,0,0,0,0,0,MISSING,MISSING
35653,0,0,17,13,2,45000,1,MISSING,0,0,15,51,65,50,MISSING,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,1,1,1,10,11,2,MISSING,MISSING
3425351,MISSING,0,13,12,0,17250,0,MISSING,0,0,1,27,35,36,1,MISSING,0,4,0,0,784,MISSING,MISSING,0,0,0,0,0,0,MISSING,MISSING
2364441,MISSING,0,20,17,1,200000,0,MISSING,0,0,1,40,44,45,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,4,1,1,0,1,0
1995622,MISSING,OTHER,10,11,3,80000,0,MISSING,1,1,1,42,62,63,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,1,2,0,1,MISSING,MISSING
66484,0,0,13,13,2,8750,0,0,0,0,10,47,48,38,MISSING,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,1,1,2,12,12,3,MISSING,MISSING
3447315,OTHER,MISSING,12,,MISSING,55000,MISSING,MISSING,5,MISSING,,,31,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,4,MISSING,MISSING
3368324,OTHER,MISSING,16,,MISSING,2500,MISSING,MISSING,5,MISSING,,,32,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,10,MISSING,3,MISSING,MISSING
2857341,0,0,17,16,0,200000,0,MISSING,0,0,1,34,34,35,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,1,0,0,2,4,0,0,MISSING
1611503,0,0,16,12,0,112250,0,MISSING,0,0,10,42,50,60,MISSING,1,MISSING,3,1,1,791,2,2,1,1,2,4,1,2,MISSING,MISSING
893505,OTHER,MISSING,12,,MISSING,45000,MISSING,MISSING,0,MISSING,,,50,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1214546,0,0,14,16,0,6250,0,MISSING,5,0,15,51,54,39,1,MISSING,0,3,0,0,774,MISSING,MISSING,1,0,4,11,11,5,2,0
1668241,MISSING,0,14,13,2,45000,0,MISSING,0,0,5,16,24,29,1,MISSING,0,3,0,0,790,MISSING,MISSING,0,0,4,1,12,0,2,2
1488486,0,0,12,14,2,55000,0,MISSING,0,0,13,39,48,61,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,10,10,5,MISSING,MISSING
1036721,MISSING,0,9,13,2,80000,0,MISSING,0,0,10,56,72,62,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,2,2,2,0,1,1
1471753,OTHER,MISSING,14,,MISSING,55000,MISSING,MISSING,1,MISSING,,,75,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,2,MISSING,MISSING
2965291,MISSING,0,12,13,2,22250,0,MISSING,0,0,0,18,29,29,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,0,0,10,10,0,2,0
4005581,MISSING,0,13,13,2,112250,0,MISSING,0,0,6,24,58,64,1,MISSING,0,4,0,0,826,MISSING,MISSING,0,2,0,2,2,0,1,1
358321,MISSING,0,12,13,2,17250,0,MISSING,5,5,19,19,32,51,1,MISSING,0,4,0,0,784,MISSING,MISSING,0,0,0,10,10,0,1,0
645922,MISSING,OTHER,7.5,,0,17250,0,MISSING,0,0,,16,92,,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,5,2,13,1,MISSING,MISSING
